number,value,datetime_start,datetime_complete,duration,params_D,params_EXOG_ON,params_P,params_Q,params_d,params_enforce_invertibility,params_enforce_stationarity,params_m,params_p,params_q,params_trend,state
488,0.041040701042565,2025-09-08 16:58:05.125680,2025-09-08 16:58:05.162680,0 days 00:00:00.037000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
489,0.041040701042565,2025-09-08 16:58:05.138680,2025-09-08 16:58:05.189680,0 days 00:00:00.051000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
490,0.041040701042565,2025-09-08 16:58:05.142680,2025-09-08 16:58:05.185681,0 days 00:00:00.043001,0,0,0,0,0,True,True,7,2,2,n,PRUNED
491,0.04040276276171314,2025-09-08 16:58:05.153680,2025-09-08 16:58:05.200680,0 days 00:00:00.047000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
492,0.04103628195770933,2025-09-08 16:58:05.160680,2025-09-08 16:58:05.232680,0 days 00:00:00.072000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
493,0.04103628195770933,2025-09-08 16:58:05.169680,2025-09-08 16:58:05.228680,0 days 00:00:00.059000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
494,0.04040276276171314,2025-09-08 16:58:05.175680,2025-09-08 16:58:05.241680,0 days 00:00:00.066000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
495,1.994873713926077,2025-09-08 16:58:05.181680,2025-09-08 16:58:05.462680,0 days 00:00:00.281000,0,1,0,0,2,True,True,7,4,1,n,PRUNED
496,0.04040276276171314,2025-09-08 16:58:05.186680,2025-09-08 16:58:05.238681,0 days 00:00:00.052001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
497,0.04103628195770933,2025-09-08 16:58:05.202680,2025-09-08 16:58:05.325680,0 days 00:00:00.123000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
498,0.04103628195770933,2025-09-08 16:58:05.223680,2025-09-08 16:58:05.403680,0 days 00:00:00.180000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
499,0.0405477417270787,2025-09-08 16:58:05.230680,2025-09-08 16:58:05.391680,0 days 00:00:00.161000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
500,0.0405477417270787,2025-09-08 16:58:05.240680,2025-09-08 16:58:05.408680,0 days 00:00:00.168000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
501,0.0405477417270787,2025-09-08 16:58:05.262680,2025-09-08 16:58:05.434680,0 days 00:00:00.172000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
502,0.0404835281535303,2025-09-08 16:58:05.394681,2025-09-08 16:58:05.465680,0 days 00:00:00.070999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
503,0.0405477417270787,2025-09-08 16:58:05.400680,2025-09-08 16:58:05.477680,0 days 00:00:00.077000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
504,0.0404835281535303,2025-09-08 16:58:05.415680,2025-09-08 16:58:05.479680,0 days 00:00:00.064000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
505,0.04040276276171314,2025-09-08 16:58:05.423680,2025-09-08 16:58:05.512680,0 days 00:00:00.089000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
506,0.0404835281535303,2025-09-08 16:58:05.431680,2025-09-08 16:58:05.500680,0 days 00:00:00.069000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
507,0.0404835281535303,2025-09-08 16:58:05.445680,2025-09-08 16:58:05.514680,0 days 00:00:00.069000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
508,0.04040276276171314,2025-09-08 16:58:05.450680,2025-09-08 16:58:05.519681,0 days 00:00:00.069001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
509,0.04040276276171314,2025-09-08 16:58:05.469680,2025-09-08 16:58:05.528680,0 days 00:00:00.059000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
510,0.04040276276171314,2025-09-08 16:58:05.484680,2025-09-08 16:58:05.528680,0 days 00:00:00.044000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
511,0.04040276276171314,2025-09-08 16:58:05.503680,2025-09-08 16:58:05.545680,0 days 00:00:00.042000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
512,1.9979928738760975,2025-09-08 16:58:05.857680,2025-09-08 16:58:06.023680,0 days 00:00:00.166000,0,0,0,0,2,True,True,7,4,0,n,PRUNED
513,0.04040276276171314,2025-09-08 16:58:05.872680,2025-09-08 16:58:05.964680,0 days 00:00:00.092000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
514,0.04040276276171314,2025-09-08 16:58:05.876680,2025-09-08 16:58:05.957681,0 days 00:00:00.081001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
515,0.04040276276171314,2025-09-08 16:58:05.922680,2025-09-08 16:58:06.020681,0 days 00:00:00.098001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
516,0.19729619273816432,2025-09-08 16:58:05.951681,2025-09-08 16:58:06.027681,0 days 00:00:00.076000,0,1,0,0,0,True,True,7,2,2,n,PRUNED
517,0.20301022012745246,2025-09-08 16:58:05.992680,2025-09-08 16:58:06.064680,0 days 00:00:00.072000,0,1,0,0,0,True,True,7,4,2,n,PRUNED
518,0.04103628195770933,2025-09-08 16:58:05.998680,2025-09-08 16:58:06.071681,0 days 00:00:00.073001,0,0,0,0,0,True,True,7,3,1,n,PRUNED
519,0.04065722397734261,2025-09-08 16:58:06.006681,2025-09-08 16:58:06.069680,0 days 00:00:00.062999,0,0,0,0,0,True,True,7,3,3,c,PRUNED
520,0.04258189252913488,2025-09-08 16:58:06.036680,2025-09-08 16:58:07.222680,0 days 00:00:01.186000,0,0,0,0,0,True,True,7,1,5,c,PRUNED
521,1.993261458706256,2025-09-08 16:58:06.046680,2025-09-08 16:58:06.156680,0 days 00:00:00.110000,0,0,0,0,1,True,True,7,3,3,n,PRUNED
522,0.04103628195770933,2025-09-08 16:58:06.067680,2025-09-08 16:58:06.175680,0 days 00:00:00.108000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
523,1.993261458706256,2025-09-08 16:58:06.080680,2025-09-08 16:58:06.192680,0 days 00:00:00.112000,0,0,0,0,1,True,True,7,3,3,n,PRUNED
524,0.04063981925839932,2025-09-08 16:58:06.089680,2025-09-08 16:58:06.741679,0 days 00:00:00.651999,0,0,0,0,0,True,True,7,2,5,n,PRUNED
525,1.993261458706256,2025-09-08 16:58:06.097680,2025-09-08 16:58:06.188680,0 days 00:00:00.091000,0,0,0,0,1,True,True,7,3,3,n,PRUNED
526,0.04163888491419558,2025-09-08 16:58:06.104680,2025-09-08 16:58:06.246680,0 days 00:00:00.142000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
527,0.04163888491419558,2025-09-08 16:58:06.114680,2025-09-08 16:58:06.324679,0 days 00:00:00.209999,0,0,0,0,0,True,True,7,4,3,n,PRUNED
528,0.0404835281535303,2025-09-08 16:58:06.126680,2025-09-08 16:58:06.539681,0 days 00:00:00.413001,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
529,1.9976356507239557,2025-09-08 16:58:06.147680,2025-09-08 16:58:06.493679,0 days 00:00:00.345999,0,0,0,0,1,True,True,7,4,2,n,PRUNED
530,0.04163888491419558,2025-09-08 16:58:06.181680,2025-09-08 16:58:06.597680,0 days 00:00:00.416000,0,0,0,0,0,True,True,7,4,3,n,PRUNED
531,0.041040701042565,2025-09-08 16:58:06.205680,2025-09-08 16:58:06.649682,0 days 00:00:00.444002,0,0,0,0,0,True,True,7,2,2,n,PRUNED
532,0.04163888491419558,2025-09-08 16:58:06.220683,2025-09-08 16:58:06.636679,0 days 00:00:00.415996,0,0,0,0,0,True,True,7,4,3,n,PRUNED
533,1.9990917670237023,2025-09-08 16:58:06.227680,2025-09-08 16:58:06.649682,0 days 00:00:00.422002,0,0,0,0,1,True,True,7,4,1,n,PRUNED
534,0.041040701042565,2025-09-08 16:58:06.322679,2025-09-08 16:58:06.644679,0 days 00:00:00.322000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
535,0.04128191276632094,2025-09-08 16:58:06.345679,2025-09-08 16:58:06.707682,0 days 00:00:00.362003,0,0,0,0,0,True,True,7,2,3,n,PRUNED
536,0.041040701042565,2025-09-08 16:58:06.463679,2025-09-08 16:58:06.757679,0 days 00:00:00.294000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
537,0.04040276276171314,2025-09-08 16:58:06.608679,2025-09-08 16:58:06.750679,0 days 00:00:00.142000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
538,0.34611903591874177,2025-09-08 16:58:06.618680,2025-09-08 16:58:07.435681,0 days 00:00:00.817001,0,1,0,0,0,True,True,7,3,2,c,PRUNED
539,0.041040701042565,2025-09-08 16:58:06.625679,2025-09-08 16:58:06.768679,0 days 00:00:00.143000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
540,0.04040276276171314,2025-09-08 16:58:06.650682,2025-09-08 16:58:06.790679,0 days 00:00:00.139997,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
541,0.040896088713940834,2025-09-08 16:58:06.690681,2025-09-08 16:58:07.261681,0 days 00:00:00.571000,0,0,0,0,0,True,True,7,3,5,n,PRUNED
542,0.04040276276171314,2025-09-08 16:58:06.725679,2025-09-08 16:58:06.826679,0 days 00:00:00.101000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
543,0.041240674139601294,2025-09-08 16:58:07.437680,2025-09-08 16:58:07.478680,0 days 00:00:00.041000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
544,0.041240674139601294,2025-09-08 16:58:07.442680,2025-09-08 16:58:07.475680,0 days 00:00:00.033000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
545,0.0405477417270787,2025-09-08 16:58:07.454681,2025-09-08 16:58:07.513680,0 days 00:00:00.058999,0,0,0,0,0,True,True,7,4,2,n,PRUNED
546,0.041240674139601294,2025-09-08 16:58:07.459680,2025-09-08 16:58:07.516680,0 days 00:00:00.057000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
547,0.041240674139601294,2025-09-08 16:58:07.463680,2025-09-08 16:58:07.519680,0 days 00:00:00.056000,0,0,0,0,0,True,True,7,4,1,n,PRUNED
548,0.041240674139601294,2025-09-08 16:58:07.468681,2025-09-08 16:58:07.533680,0 days 00:00:00.064999,0,0,0,0,0,True,True,7,4,1,n,PRUNED
549,0.04040276276171314,2025-09-08 16:58:07.484680,2025-09-08 16:58:07.551680,0 days 00:00:00.067000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
550,0.04040276276171314,2025-09-08 16:58:07.491680,2025-09-08 16:58:07.563680,0 days 00:00:00.072000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
551,0.04040276276171314,2025-09-08 16:58:07.499680,2025-09-08 16:58:07.601680,0 days 00:00:00.102000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
552,0.04040276276171314,2025-09-08 16:58:07.501680,2025-09-08 16:58:07.584680,0 days 00:00:00.083000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
553,1.9999880646635892,2025-09-08 16:58:07.515680,2025-09-08 16:58:07.615680,0 days 00:00:00.100000,0,0,0,0,1,True,True,7,2,1,n,PRUNED
554,0.04040276276171314,2025-09-08 16:58:07.523680,2025-09-08 16:58:07.618681,0 days 00:00:00.095001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
555,0.04040276276171314,2025-09-08 16:58:07.528680,2025-09-08 16:58:07.619680,0 days 00:00:00.091000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
556,0.04040276276171314,2025-09-08 16:58:07.536681,2025-09-08 16:58:07.639680,0 days 00:00:00.102999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
557,0.04040276276171314,2025-09-08 16:58:07.546680,2025-09-08 16:58:07.646680,0 days 00:00:00.100000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
558,0.04040276276171314,2025-09-08 16:58:07.557681,2025-09-08 16:58:07.661681,0 days 00:00:00.104000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
559,0.04040276276171314,2025-09-08 16:58:07.566680,2025-09-08 16:58:07.647680,0 days 00:00:00.081000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
560,1.9999880646635892,2025-09-08 16:58:07.571681,2025-09-08 16:58:07.645680,0 days 00:00:00.073999,0,0,0,0,1,True,True,7,2,1,n,PRUNED
561,1.9973363863646845,2025-09-08 16:58:07.577681,2025-09-08 16:58:07.746680,0 days 00:00:00.168999,0,1,0,0,1,True,True,7,1,0,n,PRUNED
562,0.0404835281535303,2025-09-08 16:58:07.589680,2025-09-08 16:58:07.691681,0 days 00:00:00.102001,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
563,0.0404835281535303,2025-09-08 16:58:07.602680,2025-09-08 16:58:07.696680,0 days 00:00:00.094000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
564,1.9999880646635892,2025-09-08 16:58:07.610680,2025-09-08 16:58:07.728680,0 days 00:00:00.118000,0,0,0,0,1,True,True,7,2,1,n,PRUNED
565,0.0404835281535303,2025-09-08 16:58:07.623681,2025-09-08 16:58:07.727681,0 days 00:00:00.104000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
566,0.0404835281535303,2025-09-08 16:58:07.629680,2025-09-08 16:58:07.734680,0 days 00:00:00.105000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
567,1.9953229785112574,2025-09-08 16:58:07.644681,2025-09-08 16:58:07.945680,0 days 00:00:00.300999,0,1,0,0,1,True,True,7,1,2,c,PRUNED
568,0.0404835281535303,2025-09-08 16:58:07.658680,2025-09-08 16:58:07.744680,0 days 00:00:00.086000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
569,0.04128191276632094,2025-09-08 16:58:07.686680,2025-09-08 16:58:07.774681,0 days 00:00:00.088001,0,0,0,0,0,True,True,7,2,3,n,PRUNED
570,0.04105584024234711,2025-09-08 16:58:07.697680,2025-09-08 16:58:07.782680,0 days 00:00:00.085000,0,0,0,0,0,True,True,7,2,1,n,PRUNED
571,0.6058747356495395,2025-09-08 16:58:07.702680,2025-09-08 16:58:07.898681,0 days 00:00:00.196001,0,1,0,0,0,True,True,7,0,2,n,PRUNED
572,0.04105584024234711,2025-09-08 16:58:07.763680,2025-09-08 16:58:07.864681,0 days 00:00:00.101001,0,0,0,0,0,True,True,7,2,1,n,PRUNED
573,0.04103628195770933,2025-09-08 16:58:07.862680,2025-09-08 16:58:07.932680,0 days 00:00:00.070000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
574,0.18758812987239593,2025-09-08 16:58:07.945680,2025-09-08 16:58:08.897680,0 days 00:00:00.952000,0,1,0,0,0,True,True,7,4,3,n,PRUNED
575,0.0405477417270787,2025-09-08 16:58:08.041680,2025-09-08 16:58:08.409684,0 days 00:00:00.368004,0,0,0,0,0,True,True,7,4,2,n,PRUNED
576,0.0405477417270787,2025-09-08 16:58:08.071680,2025-09-08 16:58:08.445680,0 days 00:00:00.374000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
577,0.0405477417270787,2025-09-08 16:58:08.259686,2025-09-08 16:58:08.598679,0 days 00:00:00.338993,0,0,0,0,0,True,True,7,4,2,n,PRUNED
578,1.9948709017857538,2025-09-08 16:58:08.289679,2025-09-08 16:58:09.231680,0 days 00:00:00.942001,0,1,0,0,2,True,True,7,2,2,n,PRUNED
579,0.0405477417270787,2025-09-08 16:58:08.312680,2025-09-08 16:58:08.608679,0 days 00:00:00.295999,0,0,0,0,0,True,True,7,4,2,n,PRUNED
580,0.0405477417270787,2025-09-08 16:58:08.335680,2025-09-08 16:58:08.604679,0 days 00:00:00.268999,0,0,0,0,0,True,True,7,4,2,n,PRUNED
581,1.9999999999996014,2025-09-08 16:58:08.446680,2025-09-08 16:58:08.919680,0 days 00:00:00.473000,0,0,0,0,0,True,True,7,0,0,n,PRUNED
582,0.04103628195770933,2025-09-08 16:58:08.462680,2025-09-08 16:58:08.846680,0 days 00:00:00.384000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
583,0.04103628195770933,2025-09-08 16:58:08.508681,2025-09-08 16:58:08.900680,0 days 00:00:00.391999,0,0,0,0,0,True,True,7,3,1,n,PRUNED
584,1.9945754043479165,2025-09-08 16:58:08.531681,2025-09-08 16:58:09.168680,0 days 00:00:00.636999,0,1,0,0,2,True,True,7,2,0,c,PRUNED
585,0.04103628195770933,2025-09-08 16:58:08.616680,2025-09-08 16:58:08.989680,0 days 00:00:00.373000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
586,0.04103628195770933,2025-09-08 16:58:08.689679,2025-09-08 16:58:09.070681,0 days 00:00:00.381002,0,0,0,0,0,True,True,7,3,1,n,PRUNED
587,0.04533232032013432,2025-09-08 16:58:08.731680,2025-09-08 16:58:09.104681,0 days 00:00:00.373001,0,0,0,0,0,True,True,7,2,2,c,PRUNED
588,0.04103628195770933,2025-09-08 16:58:08.762679,2025-09-08 16:58:09.108679,0 days 00:00:00.346000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
589,0.05777959891109575,2025-09-08 16:58:08.818680,2025-09-08 16:58:09.105679,0 days 00:00:00.286999,0,0,0,0,0,True,True,7,3,2,c,PRUNED
590,0.04103628195770933,2025-09-08 16:58:08.833680,2025-09-08 16:58:09.130679,0 days 00:00:00.296999,0,0,0,0,0,True,True,7,3,1,n,PRUNED
591,0.041040701042565,2025-09-08 16:58:08.891681,2025-09-08 16:58:09.161680,0 days 00:00:00.269999,0,0,0,0,0,True,True,7,2,2,n,PRUNED
592,0.041040701042565,2025-09-08 16:58:08.909681,2025-09-08 16:58:09.153681,0 days 00:00:00.244000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
593,0.041040701042565,2025-09-08 16:58:08.915681,2025-09-08 16:58:09.135681,0 days 00:00:00.220000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
594,0.041040701042565,2025-09-08 16:58:08.926681,2025-09-08 16:58:09.167679,0 days 00:00:00.240998,0,0,0,0,0,True,True,7,2,2,n,PRUNED
595,0.04040276276171314,2025-09-08 16:58:09.017680,2025-09-08 16:58:09.166679,0 days 00:00:00.148999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
596,1.999304024150505,2025-09-08 16:58:09.034681,2025-09-08 16:58:09.598679,0 days 00:00:00.563998,0,0,0,0,2,True,True,7,5,3,n,PRUNED
597,0.041040701042565,2025-09-08 16:58:09.039683,2025-09-08 16:58:09.309682,0 days 00:00:00.269999,0,0,0,0,0,True,True,7,2,2,n,PRUNED
598,1.9936085257097746,2025-09-08 16:58:09.071684,2025-09-08 16:58:09.571680,0 days 00:00:00.499996,0,0,0,0,1,True,True,7,3,2,n,PRUNED
599,1.9936085257097746,2025-09-08 16:58:09.089682,2025-09-08 16:58:09.569679,0 days 00:00:00.479997,0,0,0,0,1,True,True,7,3,2,n,PRUNED
600,0.041040701042565,2025-09-08 16:58:09.109680,2025-09-08 16:58:09.585679,0 days 00:00:00.475999,0,0,0,0,0,True,True,7,2,2,n,PRUNED
601,0.041040701042565,2025-09-08 16:58:09.122680,2025-09-08 16:58:09.579681,0 days 00:00:00.457001,0,0,0,0,0,True,True,7,2,2,n,PRUNED
602,0.041040701042565,2025-09-08 16:58:09.136679,2025-09-08 16:58:09.589679,0 days 00:00:00.453000,0,0,0,0,0,True,True,7,2,2,n,PRUNED
603,1.9976356507239557,2025-09-08 16:58:09.171680,2025-09-08 16:58:09.596679,0 days 00:00:00.424999,0,0,0,0,1,True,True,7,4,2,n,PRUNED
604,1.9963272457605734,2025-09-08 16:58:09.568679,2025-09-08 16:58:09.599679,0 days 00:00:00.031000,0,0,0,0,1,True,True,7,2,3,n,PRUNED
605,0.04040276276171314,2025-09-08 16:58:09.606679,2025-09-08 16:58:09.624679,0 days 00:00:00.018000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
606,0.04040276276171314,2025-09-08 16:58:09.610680,2025-09-08 16:58:09.626679,0 days 00:00:00.015999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
607,0.0404835281535303,2025-09-08 16:58:09.629679,2025-09-08 16:58:09.657679,0 days 00:00:00.028000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
608,0.0404835281535303,2025-09-08 16:58:09.637680,2025-09-08 16:58:09.683679,0 days 00:00:00.045999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
609,0.0404835281535303,2025-09-08 16:58:09.645679,2025-09-08 16:58:09.706681,0 days 00:00:00.061002,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
610,0.0404835281535303,2025-09-08 16:58:09.649680,2025-09-08 16:58:09.719679,0 days 00:00:00.069999,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
611,0.0404835281535303,2025-09-08 16:58:09.652679,2025-09-08 16:58:09.718679,0 days 00:00:00.066000,0,0,0,0,0,True,True,7,3,3,n,COMPLETE
612,0.20261412835044912,2025-09-08 16:58:09.658679,2025-09-08 16:58:09.727679,0 days 00:00:00.069000,0,1,0,0,0,True,True,7,3,2,n,PRUNED
613,0.04040276276171314,2025-09-08 16:58:09.664679,2025-09-08 16:58:09.746679,0 days 00:00:00.082000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
614,0.04040276276171314,2025-09-08 16:58:09.666679,2025-09-08 16:58:09.743680,0 days 00:00:00.077001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
615,1.9995291777551858,2025-09-08 16:58:09.670679,2025-09-08 16:58:09.887679,0 days 00:00:00.217000,0,0,0,0,2,True,True,7,1,1,c,PRUNED
616,0.5689940235489086,2025-09-08 16:58:09.675680,2025-09-08 16:58:09.818679,0 days 00:00:00.142999,0,1,0,0,0,True,True,7,3,3,n,PRUNED
617,0.04040276276171314,2025-09-08 16:58:09.684679,2025-09-08 16:58:09.825679,0 days 00:00:00.141000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
618,0.04040276276171314,2025-09-08 16:58:09.687679,2025-09-08 16:58:09.876681,0 days 00:00:00.189002,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
619,0.04040276276171314,2025-09-08 16:58:09.694679,2025-09-08 16:58:09.836679,0 days 00:00:00.142000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
620,1.989793473131823,2025-09-08 16:58:09.700681,2025-09-08 16:58:10.687680,0 days 00:00:00.986999,0,1,0,0,2,True,True,7,4,5,n,PRUNED
621,1.9995545939830213,2025-09-08 16:58:09.711679,2025-09-08 16:58:10.339680,0 days 00:00:00.628001,0,0,0,0,2,True,True,7,2,0,c,PRUNED
622,0.04040276276171314,2025-09-08 16:58:09.720679,2025-09-08 16:58:09.883679,0 days 00:00:00.163000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
623,1.9900150527810947,2025-09-08 16:58:09.731680,2025-09-08 16:58:12.092680,0 days 00:00:02.361000,0,0,0,0,2,True,True,7,5,5,c,PRUNED
624,0.04040276276171314,2025-09-08 16:58:09.735681,2025-09-08 16:58:10.246680,0 days 00:00:00.510999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
625,0.0405477417270787,2025-09-08 16:58:09.748679,2025-09-08 16:58:10.313681,0 days 00:00:00.565002,0,0,0,0,0,True,True,7,4,2,n,PRUNED
626,0.0405477417270787,2025-09-08 16:58:09.819679,2025-09-08 16:58:10.324680,0 days 00:00:00.505001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
627,0.0405477417270787,2025-09-08 16:58:09.821679,2025-09-08 16:58:10.363680,0 days 00:00:00.542001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
628,0.0405477417270787,2025-09-08 16:58:09.835679,2025-09-08 16:58:10.440680,0 days 00:00:00.605001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
629,0.0405477417270787,2025-09-08 16:58:09.846679,2025-09-08 16:58:10.341680,0 days 00:00:00.495001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
630,0.0405477417270787,2025-09-08 16:58:09.851679,2025-09-08 16:58:10.584680,0 days 00:00:00.733001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
631,0.0405477417270787,2025-09-08 16:58:09.862680,2025-09-08 16:58:10.380680,0 days 00:00:00.518000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
632,0.0405477417270787,2025-09-08 16:58:09.880681,2025-09-08 16:58:10.587680,0 days 00:00:00.706999,0,0,0,0,0,True,True,7,4,2,n,PRUNED
633,0.0405477417270787,2025-09-08 16:58:09.888679,2025-09-08 16:58:10.545680,0 days 00:00:00.657001,0,0,0,0,0,True,True,7,4,2,n,PRUNED
634,1.9947558204660987,2025-09-08 16:58:10.003680,2025-09-08 16:58:12.116680,0 days 00:00:02.113000,0,1,0,0,2,True,True,7,0,5,c,PRUNED
635,0.04040276276171314,2025-09-08 16:58:10.149680,2025-09-08 16:58:10.602680,0 days 00:00:00.453000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
636,0.0405477417270787,2025-09-08 16:58:10.240680,2025-09-08 16:58:10.600680,0 days 00:00:00.360000,0,0,0,0,0,True,True,7,4,2,n,PRUNED
637,0.04103628195770933,2025-09-08 16:58:10.750680,2025-09-08 16:58:10.861681,0 days 00:00:00.111001,0,0,0,0,0,True,True,7,3,1,n,PRUNED
638,0.04103628195770933,2025-09-08 16:58:10.781680,2025-09-08 16:58:10.879680,0 days 00:00:00.098000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
639,0.04103628195770933,2025-09-08 16:58:10.794680,2025-09-08 16:58:10.901680,0 days 00:00:00.107000,0,0,0,0,0,True,True,7,3,1,n,PRUNED
640,0.041197956464242035,2025-09-08 16:58:10.887680,2025-09-08 16:58:10.998680,0 days 00:00:00.111000,0,0,0,0,0,True,True,7,5,3,c,PRUNED
641,0.04128191276632094,2025-09-08 16:58:10.941680,2025-09-08 16:58:11.048680,0 days 00:00:00.107000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
642,0.04128191276632094,2025-09-08 16:58:10.961680,2025-09-08 16:58:11.112680,0 days 00:00:00.151000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
643,0.04040276276171314,2025-09-08 16:58:10.978680,2025-09-08 16:58:11.140680,0 days 00:00:00.162000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
644,0.04128191276632094,2025-09-08 16:58:11.012680,2025-09-08 16:58:11.162681,0 days 00:00:00.150001,0,0,0,0,0,True,True,7,2,3,n,PRUNED
645,0.04128191276632094,2025-09-08 16:58:11.034680,2025-09-08 16:58:11.160680,0 days 00:00:00.126000,0,0,0,0,0,True,True,7,2,3,n,PRUNED
646,0.04128191276632094,2025-09-08 16:58:11.040681,2025-09-08 16:58:11.184680,0 days 00:00:00.143999,0,0,0,0,0,True,True,7,2,3,n,PRUNED
647,0.04040276276171314,2025-09-08 16:58:11.052680,2025-09-08 16:58:11.181680,0 days 00:00:00.129000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
648,0.04040276276171314,2025-09-08 16:58:11.061681,2025-09-08 16:58:11.223680,0 days 00:00:00.161999,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
649,0.04040276276171314,2025-09-08 16:58:11.069680,2025-09-08 16:58:11.237680,0 days 00:00:00.168000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
650,0.04040276276171314,2025-09-08 16:58:11.081680,2025-09-08 16:58:11.240681,0 days 00:00:00.159001,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
651,0.04040276276171314,2025-09-08 16:58:11.098680,2025-09-08 16:58:11.236680,0 days 00:00:00.138000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
652,0.04040276276171314,2025-09-08 16:58:11.123680,2025-09-08 16:58:11.279680,0 days 00:00:00.156000,0,0,0,0,0,True,True,7,3,2,n,COMPLETE
